d20550|断掉电源电路。|├電源回路抹消
d31539|检查项目3（1）-3・检查结果（品检）|検査項目3(1)-3・検査結果（品検）
d31540|检查项目3（1）-3・检查结果（法检）|検査項目3(1)-3・検査結果（法検）
d31560|道段相互间的缝隙踩段链上油的情况|踏段相互のすき間踏段鎖の給油の状況
d31561|台阶相互间的缝隙带的劣化状况|踏段相互のすき間ベルトの劣化の状況
d31542|水面驱动链的张力状况|├駆動鎖の張りの状況
d31543|需要纠正水面驱动链的张力标准|├駆動鎖の張り要是正基準
d31544|水面驱动链的张力需要纠正标准单位区分|├駆動鎖の張り要是正基準単位区分
d31545|飞行器和驱动链的咬合状况|スプロケットと駆動鎖のかみ合い状況
d31546|水面驱动链的延伸状况|├駆動鎖の伸びの状況
d31547|吊车和驱动链的咬合重点标准|├スプロケットと駆動鎖のかみ合い要重点基準
d31548|水面火箭和驱动链的咬合重点基准单位划分|├スプロケットと駆動鎖のかみ合い要重点基準単位区分
d31549|断水火箭和驱动链的咬合需要纠正标准|├スプロケットと駆動鎖のかみ合い要是正基準
d31550|断水火箭和驱动链的咬合需要纠正基准单位区分|├スプロケットと駆動鎖のかみ合い要是正基準単位区分
d31551|水上驱动的飞行器和从动飞行器的核心偏移情况|├駆動スプロケットと従動スプロケットの芯ずれ状況
d31552|冷却驱动火箭和从动火箭的核心偏差要重点基准|├駆動スプロケットと従動スプロケットの芯ずれ要重点基準
d31553|冷却驱动火箭和从动火箭的核心偏差要重点单位划分|├駆動スプロケットと従動スプロケットの芯ずれ要重点基準単位区分
d31554|冷却驱动火箭和从动火箭的核心偏差需要纠正标准|├駆動スプロケットと従動スプロケットの芯ずれ要是正基準
d31555|断水驱动火箭和从动火箭的核偏差需要纠正基准单位区分|├駆動スプロケットと従動スプロケットの芯ずれ要是正基準単位区分
d31556|水面驱动的飞行器和从动飞行器的芯偏差测量值（左）|├駆動スプロケットと従動スプロケットの芯ずれ測定値（左）
d31557|驱动飞行器和从动飞行器的芯偏差测量值区分|駆動スプロケットと従動スプロケットの芯ずれ測定値区分
d31558|确认了水上驱动的火箭和从动飞碟的核偏差|├駆動スプロケットと従動スプロケットの芯ずれ目視確認
d31559|断水驱动的飞行器和从动飞行器的核心偏移上油的状况|├駆動スプロケットと従動スプロケットの芯ずれ給油の状況
d31680|电动机主电路用接触器触点的接触电阻|電動機主回路用接触器接点の接触抵抗
d31681|电动机主电路用接触器可动部的状态|電動機主回路用接触器可動部の状態
d31686|制动器用接触器触点的接触电阻|ブレーキ用接触器接点の接触抵抗
d31687|制动器用接触器可动部的状态|ブレーキ用接触器可動部の状態
d31531|通过电动机主电路用接触器的主触点目视确认（电动机B）|電動機主回路用接触器の主接点目視による確認(電動機B)
d31532|电动机主电路用接触器的主触点相位保护设计（电动机B）|電動機主回路用接触器の主接点フェールセーフ設計(電動機B)
d31533|电动机主电路用接触器的主接点交换基准检查方法（电动机B）|電動機主回路用接触器の主接点交換基準検査方法(電動機B)
d31534|电动机主电路用接触器的主接点交换基准（电动机B）|電動機主回路用接触器の主接点交換基準(電動機B)
d31682|制动器用接触器触点的开闭次数（电动机B）|ブレーキ用接触器接点の開閉回数(電動機B)
d31683|制动器用接触器触点的接触电阻（电动机B）|ブレーキ用接触器接点の接触抵抗(電動機B)
d31684|制动器用接触器可动部的状态（电动机B）|ブレーキ用接触器可動部の状態(電動機B)
d31535|电动机主电路用接触器的主触点最终交换日（电动机B）|電動機主回路用接触器の主接点最終交換日(電動機B)
d31536|电动机主电路用接触器的主触点抹消（电动机B）|電動機主回路用接触器の主接点抹消(電動機B)
d31507|水面飞行器和驱动链的咬合状况（左）|├スプロケットと駆動鎖のかみ合い状況（左）
d31508|水面飞行器和驱动链的咬合状况（右）|├スプロケットと駆動鎖のかみ合い状況（右）
d31537|水面驱动的飞行器和从动飞行器的核心偏移上油情况（左）|├駆動スプロケットと従動スプロケットの芯ずれ給油の状況（左）
d31538|水面驱动的飞行器和从动飞行器的核心偏移上油情况（右）|├駆動スプロケットと従動スプロケットの芯ずれ給油の状況（右）
d31673|断水驱动链时停止装置（DCS）动作的状况（左）|├駆動鎖切断時停止装置(DCS)作動の状況（左）
d31674|断水驱动链时停止装置（DCS）动作的状况（右）|├駆動鎖切断時停止装置(DCS)作動の状況（右）
d31675|断水驱动链时停止装置（DCS）可动部的状况（左）|├駆動鎖切断時停止装置(DCS)可動部の状況（左）
d31676|断水驱动链时停止装置（DCS）可动部的状况（右）|├駆動鎖切断時停止装置(DCS)可動部の状況（右）
d31677|断水驱动链时停止装置（DCS）设定的状况（左）|├駆動鎖切断時停止装置(DCS)設定の状況（左）
d31678|长时间驱动链切断时停止装置（DCS）设定的状况（右）|└駆動鎖切断時停止装置(DCS)設定の状況（右）
d31562|驱动链切断时停止装置（DCS）动作的状况|駆動鎖切断時停止装置(DCS)作動の状況
d31563|驱动链切断时停止装置（DCS）可动部的状况|駆動鎖切断時停止装置(DCS)可動部の状況
d31564|驱动链切断时停止装置（DCS）设定的状况|駆動鎖切断時停止装置(DCS)設定の状況
d31541|制动器制动力的检查方法确认|ブレーキ制動力の検査方法確認
d31679|电动机主电路用接触器触点的开闭次数|電動機主回路用接触器接点の開閉回数
d31685|制动器用接触器触点的开闭次数|ブレーキ用接触器接点の開閉回数
d33172|行程管理值|ストローク管理値
d33173|调速机绳索平衡锤侧引用状态|調速機ロープ釣合いおもり側引用状態
d33226|主索的张力测量值1|主索の張り測定値1
d33227|主索的张力测量值2|主索の張り測定値2
d33228|主索的张力测量值3|主索の張り測定値3
d33229|主索的张力测量值4|主索の張り測定値4
d33230|主索的张力测量值5|主索の張り測定値5
d33231|主索的张力测量值6|主索の張り測定値6
d33232|主索的张力测量值7|主索の張り測定値7
d33233|主索的张力测量值8|主索の張り測定値8
d33234|主索的张力测量值9|主索の張り測定値9
d33235|主索的张力测量值10|主索の張り測定値10
d33236|主索的张力计算值|主索の張り計算値
d33238|缓冲器及缓冲材料电协勾销协作|緩衝器及び緩衝材エレ協抹消連携
d33240|纲车或卷身ハ.根据纲车和主索的滑动判定电气协抹消联合|綱車又は巻胴　ハ．綱車と主索の滑りより判定エレ協抹消連携
d33239|驱动链切断时停止装置（DCS）电气协消除联合|駆動鎖切断時停止装置（ＤＣＳ）エレ協抹消連携
d33241|梳子板与台阶间隙（上部）起跳时梳子板接触情况|くし板と踏段間隙（上部）踏段持上げ時のくし板接触状況
d33242|梳子板与台阶间隙（下部）起跳时梳子板接触情况|くし板と踏段間隙（下部）踏段持上げ時のくし板接触状況
d33246|扶手的张力设置（左）是否良好|手摺の張り 設定(左) 良否
d33247|扶手的张力设置（右）是否良好|手摺の張り 設定(右) 良否
d34226|驱动链切断时停止装置（DCS）设定的状况抹消|駆動鎖切断時停止装置(DCS)設定の状況抹消
d34227|扶手的张力设置（右）是否良好|手摺の張り 設定(右) 良否
d34228|主索（绳索）的张力测量位置|主索（ロープ）の張り測定箇所
d34349|绝缘格式选择相应的项目圈|絶縁様式選択該当する項目丸囲み
d34350|不属于绝缘格式选择的项目勾销线|絶縁様式選択該当しない項目抹消線
d34351|电动机主电路用接触器名称|電動機主回路用接触器名称
d34352|电动机主电路用接触器型号名称|電動機主回路用接触器型名
d34353|电动机主电路用接触器附件输出选择开关改修基准选择|電動機主回路用接触器別添出力選択開閉改修基準選択
d34354|电动机主电路用接触器附件输出选择开关改修基准|電動機主回路用接触器別添出力選択開閉改修基準
d34355|电动机主电路用接触器附件输出选择使用年数选择|電動機主回路用接触器別添出力選択使用年数選択
d34356|电动机主电路用接触器附件输出选择使用年限|電動機主回路用接触器別添出力選択使用年数
d34357|电动机主电路用接触器触点的开闭次数是否良好|電動機主回路用接触器接点の開閉回数良否
d34358|电动机主电路用接触器有无接触状态（磨损量）|電動機主回路用接触器接点の状態（摩耗量）有無
d34359|电动机主电路用接触器触点的状态（磨损量）好坏|電動機主回路用接触器接点の状態（摩耗量）良否
d34360|电动机主电路用接触器可动部有无状态|電動機主回路用接触器可動部の状態有無
d34361|电动机主电路用接触器的主接点使用年限|電動機主回路用接触器の主接点使用年数
d34362|电动机主电路用接触器电子协发送|電動機主回路用接触器エレ協送信
d34363|电动机主电路用接触器特殊协作选择|電動機主回路用接触器特殊連携選択
d34364|制动器用接触器名称|ブレーキ用接触器名称
d34365|制动器用接触器型号名称|ブレーキ用接触器型名
d34366|制动器用接触器附件输出选择开关改修基准选择|ブレーキ用接触器別添出力選択開閉改修基準選択
d34367|制动器用接触器附件输出选择开关改修基准|ブレーキ用接触器別添出力選択開閉改修基準
d34368|制动器用接触器附件输出选择使用年数选择|ブレーキ用接触器別添出力選択使用年数選択
d34369|制动器用接触器附件输出选择使用年限|ブレーキ用接触器別添出力選択使用年数
d34370|制动器用接触器触点的开闭次数是否良好|ブレーキ用接触器接点の開閉回数良否
d34371|有无制动器用接触器触点的状态（磨损量）|ブレーキ用接触器接点の状態（摩耗量）有無
d34372|制动器用接触器触点的状态（磨损量）好坏|ブレーキ用接触器接点の状態（摩耗量）良否
d34373|有无制动器用接触器可动部的状态|ブレーキ用接触器可動部の状態有無
d34374|制动器用接触器的主触点使用年限|ブレーキ用接触器の主接点使用年数
d34375|制动器用接触器电气协发送|ブレーキ用接触器エレ協送信
d34376|制动器用接触器特殊协作选择|ブレーキ用接触器特殊連携選択
d34377|通过电动机主电路用接触器2的主触点目视确认|電動機主回路用接触器2の主接点目視による確認
d34378|电动机主电路用接触器2的主触点相位保护设计|電動機主回路用接触器2の主接点フェールセーフ設計
d34379|电动机主电路用接触器2的主接点交换基准检查方法|電動機主回路用接触器2の主接点交換基準検査方法
d34380|电动机主电路用接触器2的主接点交换基准|電動機主回路用接触器2の主接点交換基準
